338, 431
344, 422
350, 409
357, 398
363, 384
369, 372
375, 360
383, 347
387, 337
392, 329
395, 320
400, 311
404, 302
408, 292
413, 281
416, 274
421, 266
426, 257
431, 250
436, 241
442, 231
450, 233
457, 234
463, 235
469, 238
478, 241
485, 244
488, 240
496, 239
504, 239
513, 239
518, 240
526, 242
534, 243
540, 239
546, 237
554, 234
563, 233
572, 233
579, 231
588, 230
581, 224
580, 218
575, 212
572, 206
566, 200
557, 197
550, 193
542, 190
534, 186
524, 181
515, 177
503, 173
493, 169
484, 165
476, 166
478, 162
472, 173
466, 182
464, 189
460, 196
456, 201
452, 207
448, 214
446, 221
335, 438
331, 444
329, 451
326, 454
322, 463
318, 469
317, 476
315, 481
320, 484
326, 488
338, 489
343, 496
348, 498
355, 502
361, 506
368, 510
372, 513
378, 518
385, 519
391, 522
396, 526
393, 531
391, 535
388, 540
385, 546
383, 551
378, 555
370, 555
362, 556
352, 556
343, 558
336, 558
326, 560
318, 562
311, 570
309, 576
305, 584
299, 592
295, 600
291, 607
307, 562
298, 562
290, 564
283, 566
279, 572
274, 578
274, 569
271, 584
266, 589
263, 594
261, 600
257, 605
253, 612
249, 620
244, 627
241, 633
249, 638
255, 642
263, 646
269, 648
272, 639
276, 633
280, 625
284, 619
286, 613
235, 630
228, 626
221, 621
215, 620
208, 617
204, 612
209, 605
212, 599
216, 592
220, 585
229, 579
240, 577
249, 574
259, 572
267, 571
212, 578
204, 573
193, 567
184, 561
175, 556
167, 553
159, 551
150, 555
138, 559
123, 558
112, 557
103, 556
98, 555
171, 544
180, 540
193, 534
206, 526
218, 520
227, 515
235, 513
244, 511
251, 505
260, 500
268, 496
277, 491
284, 489
294, 487
306, 484
336, 494
344, 497
402, 530
410, 534
416, 538
422, 542
429, 547
435, 549
441, 554
446, 556
452, 559
448, 567
443, 575
440, 581
436, 591
433, 597
432, 606
427, 610
424, 617
421, 622
416, 631
412, 637
409, 643
406, 651
401, 660
398, 667
392, 676
390, 684
386, 693
457, 561
464, 567
473, 572
482, 577
489, 580
497, 584
494, 591
497, 601
499, 608
501, 614
505, 619
508, 626
510, 631
508, 640
505, 649
503, 656
501, 664
496, 674
496, 681
492, 687
489, 697
486, 709
503, 585
508, 591
516, 596
526, 602
534, 606
543, 611
550, 614
557, 617
564, 622
570, 627
573, 632
574, 637
576, 642
580, 650
579, 661
577, 667
573, 675
565, 682
562, 688
557, 696
551, 706
545, 712
541, 722
587, 656
595, 650
588, 655
605, 651
612, 640
608, 630
602, 626
587, 627
577, 635
582, 630
596, 625
610, 644
610, 635
609, 649
600, 653
614, 650
621, 653
627, 654
633, 657
638, 660
644, 665
651, 668
659, 671
667, 676
674, 681
682, 686
689, 691
607, 621
612, 615
616, 607
605, 626
619, 600
621, 594
623, 586
628, 587
636, 590
641, 593
648, 598
627, 573
630, 566
633, 560
639, 562
646, 567
656, 571
637, 552
641, 546
644, 541
648, 534
654, 541
661, 544
670, 548
653, 517
649, 527
639, 536
631, 535
627, 529
580, 208
589, 213
597, 214
607, 219
615, 222
621, 226
628, 229
638, 231
645, 238
658, 243
667, 247
665, 256
662, 261
660, 268
654, 277
651, 285
648, 291
646, 296
643, 302
638, 310
633, 315
627, 322
622, 327
623, 334
624, 341
625, 350
627, 355
629, 364
634, 370
632, 320
638, 319
645, 316
652, 311
661, 307
666, 303
671, 302
676, 305
672, 310
668, 316
665, 321
668, 324
677, 328
672, 326
662, 327
659, 333
656, 339
653, 343
649, 349
647, 353
644, 360
639, 364
594, 239
600, 246
605, 253
609, 261
612, 267
615, 272
615, 282
617, 291
620, 298
622, 307
623, 317
614, 329
607, 332
598, 336
590, 340
585, 345
577, 346
570, 340
565, 336
559, 328
554, 321
546, 312
539, 301
533, 292
527, 287
525, 280
521, 275
517, 271
519, 280
517, 289
517, 297
517, 302
516, 309
514, 323
513, 317
510, 331
508, 341
506, 348
504, 355
501, 365
499, 369
498, 378
502, 385
510, 382
521, 378
526, 373
535, 368
543, 365
550, 360
558, 356
562, 353
570, 349
574, 353
570, 359
569, 366
564, 375
560, 385
556, 394
552, 402
672, 249
676, 251
686, 255
695, 259
681, 297
686, 290
692, 284
697, 277
704, 272
711, 268
706, 264
717, 277
721, 282
722, 289
725, 294
725, 300
729, 309
733, 318
744, 318
754, 318
764, 318
773, 317
780, 317
786, 319
790, 314
794, 310
797, 301
800, 293
804, 286
809, 279
814, 273
819, 266
825, 258
831, 252
837, 243
844, 236
848, 226
844, 215
840, 201
834, 191
825, 195
819, 199
812, 205
804, 209
798, 214
791, 216
783, 221
775, 228
765, 231
762, 236
750, 240
739, 240
729, 252
722, 255
718, 263
757, 223
764, 217
773, 209
778, 201
784, 193
792, 183
798, 176
804, 168
811, 160
849, 232
853, 242
854, 251
854, 260
854, 273
854, 284
851, 293
852, 267
847, 299
841, 183
852, 179
856, 170
870, 162
880, 156
887, 156
897, 157
900, 163
903, 170
904, 177
909, 183
916, 188
920, 190
924, 195
928, 200
933, 206
937, 211
940, 220
941, 228
934, 233
923, 237
911, 242
901, 247
893, 254
888, 260
884, 268
883, 277
886, 284
890, 290
890, 295
893, 302
896, 309
901, 317
904, 325
907, 334
912, 339
920, 339
928, 337
936, 334
944, 330
951, 325
958, 319
963, 311
968, 301
968, 293
959, 288
947, 279
942, 272
941, 265
940, 258
941, 252
942, 243
943, 238
943, 233
956, 327
958, 334
961, 341
965, 350
967, 356
968, 364
968, 370
963, 373
957, 377
948, 380
940, 383
933, 387
926, 391
917, 392
907, 396
900, 401
890, 405
882, 411
876, 414
867, 416
866, 420
860, 426
857, 433
851, 440
850, 443
856, 449
866, 453
873, 447
879, 444
888, 441
895, 436
901, 433
900, 425
837, 441
831, 436
824, 434
816, 432
810, 431
804, 429
796, 426
791, 424
793, 416
797, 410
803, 403
799, 395
795, 391
794, 384
791, 377
790, 370
809, 395
817, 391
826, 385
833, 381
830, 373
826, 367
820, 362
817, 354
813, 346
810, 339
807, 334
803, 328
797, 321
563, 531
568, 527
